6 1
261336857795280739939871698507597986398208 130668428897640369969935849253798993199104
522673715590561479879743397015195972796416 261336857795280739939871698507597986398208
1045347431181122959759486794030391945592832 522673715590561479879743397015195972796416
2090694862362245919518973588060783891185664 1045347431181122959759486794030391945592832
4181389724724491839037947176121567782371328 2090694862362245919518973588060783891185664
8362779449448983678075894352243135564742656 4181389724724491839037947176121567782371328
16725558898897967356151788704486271129485312 8362779449448983678075894352243135564742656
33451117797795934712303577408972542258970624 16725558898897967356151788704486271129485312
66902235595591869424607154817945084517941248 33451117797795934712303577408972542258970624
133804471191183738849214309635890169035882496 66902235595591869424607154817945084517941248
267608942382367477698428619271780338071764992 133804471191183738849214309635890169035882496
535217884764734955396857238543560676143529984 267608942382367477698428619271780338071764992
1070435769529469910793714477087121352287059968 535217884764734955396857238543560676143529984
2140871539058939821587428954174242704574119936 1070435769529469910793714477087121352287059968
4281743078117879643174857908348485409148239872 2140871539058939821587428954174242704574119936
8563486156235759286349715816696970818296479744 4281743078117879643174857908348485409148239872
17126972312471518572699431633393941636592959488 8563486156235759286349715816696970818296479744
34253944624943037145398863266787883273185918976 17126972312471518572699431633393941636592959488
68507889249886074290797726533575766546371837952 34253944624943037145398863266787883273185918976
137015778499772148581595453067151533092743675904 68507889249886074290797726533575766546371837952
274031556999544297163190906134303066185487351808 137015778499772148581595453067151533092743675904
548063113999088594326381812268606132370974703616 274031556999544297163190906134303066185487351808
1096126227998177188652763624537212264741949407232 548063113999088594326381812268606132370974703616
2192252455996354377305527249074424529483898814464 1096126227998177188652763624537212264741949407232
4384504911992708754611054498148849058967797628928 2192252455996354377305527249074424529483898814464
8769009823985417509222108996297698117935595257856 4384504911992708754611054498148849058967797628928
17538019647970835018444217992595396235871190515712 8769009823985417509222108996297698117935595257856
35076039295941670036888435985190792471742381031424 17538019647970835018444217992595396235871190515712
70152078591883340073776871970381584943484762062848 35076039295941670036888435985190792471742381031424
140304157183766680147553743940763169886969524125696 70152078591883340073776871970381584943484762062848
280608314367533360295107487881526339773939048251392 140304157183766680147553743940763169886969524125696
561216628735066720590214975763052679547878096502784 280608314367533360295107487881526339773939048251392
1122433257470133441180429951526105359095756193005568 561216628735066720590214975763052679547878096502784
2244866514940266882360859903052210718191512386011136 1122433257470133441180429951526105359095756193005568
4489733029880533764721719806104421436383024772022272 2244866514940266882360859903052210718191512386011136
8979466059761067529443439612208842872766049544044544 4489733029880533764721719806104421436383024772022272
17958932119522135058886879224417685745532099088089088 8979466059761067529443439612208842872766049544044544
35917864239044270117773758448835371491064198176178176 17958932119522135058886879224417685745532099088089088
71835728478088540235547516897670742982128396352356352 35917864239044270117773758448835371491064198176178176
143671456956177080471095033795341485964256792704712704 71835728478088540235547516897670742982128396352356352
287342913912354160942190067590682971928513585409425408 143671456956177080471095033795341485964256792704712704
574685827824708321884380135181365943857027170818850816 287342913912354160942190067590682971928513585409425408
1149371655649416643768760270362731887714054341637701632 574685827824708321884380135181365943857027170818850816
2298743311298833287537520540725463775428108683275403264 1149371655649416643768760270362731887714054341637701632
4597486622597666575075041081450927550856217366550806528 2298743311298833287537520540725463775428108683275403264
9194973245195333150150082162901855101712434733101613056 4597486622597666575075041081450927550856217366550806528
18389946490390666300300164325803710203424869466203226112 9194973245195333150150082162901855101712434733101613056
36779892980781332600600328651607420406849738932406452224 18389946490390666300300164325803710203424869466203226112
73559785961562665201200657303214840813699477864812904448 36779892980781332600600328651607420406849738932406452224
147119571923125330402401314606429681627398955729625808896 73559785961562665201200657303214840813699477864812904448
294239143846250660804802629212859363254797911459251617792 147119571923125330402401314606429681627398955729625808896
588478287692501321609605258425718726509595822918503235584 294239143846250660804802629212859363254797911459251617792
1176956575385002643219210516851437453019191645837006471168 588478287692501321609605258425718726509595822918503235584
2353913150770005286438421033702874906038383291674012942336 1176956575385002643219210516851437453019191645837006471168
4707826301540010572876842067405749812076766583348025884672 2353913150770005286438421033702874906038383291674012942336
9415652603080021145753684134811499624153533166696051769344 4707826301540010572876842067405749812076766583348025884672
18831305206160042291507368269622999248307066333392103538688 9415652603080021145753684134811499624153533166696051769344
37662610412320084583014736539245998496614132666784207077376 18831305206160042291507368269622999248307066333392103538688
75325220824640169166029473078491996993228265333568414154752 37662610412320084583014736539245998496614132666784207077376
150650441649280338332058946156983993986456530667136828309504 75325220824640169166029473078491996993228265333568414154752
301300883298560676664117892313967987972913061334273656619008 150650441649280338332058946156983993986456530667136828309504
602601766597121353328235784627935975945826122668547313238016 301300883298560676664117892313967987972913061334273656619008
1205203533194242706656471569255871951891652245337094626476032 602601766597121353328235784627935975945826122668547313238016
2410407066388485413312943138511743903783304490674189252952064 1205203533194242706656471569255871951891652245337094626476032
4820814132776970826625886277023487807566608981348378505904128 2410407066388485413312943138511743903783304490674189252952064
9641628265553941653251772554046975615133217962696757011808256 4820814132776970826625886277023487807566608981348378505904128
19283256531107883306503545108093951230266435925393514023616512 9641628265553941653251772554046975615133217962696757011808256
38566513062215766613007090216187902460532871850787028047233024 19283256531107883306503545108093951230266435925393514023616512
77133026124431533226014180432375804921065743701574056094466048 38566513062215766613007090216187902460532871850787028047233024
154266052248863066452028360864751609842131487403148112188932096 77133026124431533226014180432375804921065743701574056094466048
308532104497726132904056721729503219684262974806296224377864192 154266052248863066452028360864751609842131487403148112188932096
617064208995452265808113443459006439368525949612592448755728384 308532104497726132904056721729503219684262974806296224377864192
1234128417990904531616226886918012878737051899225184897511456768 617064208995452265808113443459006439368525949612592448755728384
2468256835981809063232453773836025757474103798450369795022913536 1234128417990904531616226886918012878737051899225184897511456768
4936513671963618126464907547672051514948207596900739590045827072 2468256835981809063232453773836025757474103798450369795022913536
9873027343927236252929815095344103029896415193801479180091654144 4936513671963618126464907547672051514948207596900739590045827072
19746054687854472505859630190688206059792830387602958360183308288 9873027343927236252929815095344103029896415193801479180091654144
39492109375708945011719260381376412119585660775205916720366616576 19746054687854472505859630190688206059792830387602958360183308288
78984218751417890023438520762752824239171321550411833440733233152 39492109375708945011719260381376412119585660775205916720366616576
157968437502835780046877041525505648478342643100823666881466466304 78984218751417890023438520762752824239171321550411833440733233152
315936875005671560093754083051011296956685286201647333762932932608 157968437502835780046877041525505648478342643100823666881466466304
631873750011343120187508166102022593913370572403294667525865865216 315936875005671560093754083051011296956685286201647333762932932608
1263747500022686240375016332204045187826741144806589335051731730432 631873750011343120187508166102022593913370572403294667525865865216
2527495000045372480750032664408090375653482289613178670103463460864 1263747500022686240375016332204045187826741144806589335051731730432
5054990000090744961500065328816180751306964579226357340206926921728 2527495000045372480750032664408090375653482289613178670103463460864
10109980000181489923000130657632361502613929158452714680413853843456 5054990000090744961500065328816180751306964579226357340206926921728
20219960000362979846000261315264723005227858316905429360827707686912 10109980000181489923000130657632361502613929158452714680413853843456
40439920000725959692000522630529446010455716633810858721655415373824 20219960000362979846000261315264723005227858316905429360827707686912
80879840001451919384001045261058892020911433267621717443310830747648 40439920000725959692000522630529446010455716633810858721655415373824
161759680002903838768002090522117784041822866535243434886621661495296 80879840001451919384001045261058892020911433267621717443310830747648
323519360005807677536004181044235568083645733070486869773243322990592 161759680002903838768002090522117784041822866535243434886621661495296
647038720011615355072008362088471136167291466140973739546486645981184 323519360005807677536004181044235568083645733070486869773243322990592
1294077440023230710144016724176942272334582932281947479092973291962368 647038720011615355072008362088471136167291466140973739546486645981184
2588154880046461420288033448353884544669165864563894958185946583924736 1294077440023230710144016724176942272334582932281947479092973291962368
5176309760092922840576066896707769089338331729127789916371893167849472 2588154880046461420288033448353884544669165864563894958185946583924736
10352619520185845681152133793415538178676663458255579832743786335698944 5176309760092922840576066896707769089338331729127789916371893167849472
20705239040371691362304267586831076357353326916511159665487572671397888 10352619520185845681152133793415538178676663458255579832743786335698944
41410478080743382724608535173662152714706653833022319330975145342795776 20705239040371691362304267586831076357353326916511159665487572671397888
82820956161486765449217070347324305429413307666044638661950290685591552 41410478080743382724608535173662152714706653833022319330975145342795776
165641912322973530898434140694648610858826615332089277323900581371183104 82820956161486765449217070347324305429413307666044638661950290685591552
331283824645947061796868281389297221717653230664178554647801162742366208 165641912322973530898434140694648610858826615332089277323900581371183104
662567649291894123593736562778594443435306461328357109295602325484732416 331283824645947061796868281389297221717653230664178554647801162742366208
1325135298583788247187473125557188886870612922656714218591204650969464832 662567649291894123593736562778594443435306461328357109295602325484732416
2650270597167576494374946251114377773741225845313428437182409301938929664 1325135298583788247187473125557188886870612922656714218591204650969464832
5300541194335152988749892502228755547482451690626856874364818603877859328 2650270597167576494374946251114377773741225845313428437182409301938929664
10601082388670305977499785004457511094964903381253713748729637207755718656 5300541194335152988749892502228755547482451690626856874364818603877859328
21202164777340611954999570008915022189929806762507427497459274415511437312 10601082388670305977499785004457511094964903381253713748729637207755718656
42404329554681223909999140017830044379859613525014854994918548831022874624 21202164777340611954999570008915022189929806762507427497459274415511437312
84808659109362447819998280035660088759719227050029709989837097662045749248 42404329554681223909999140017830044379859613525014854994918548831022874624
169617318218724895639996560071320177519438454100059419979674195324091498496 84808659109362447819998280035660088759719227050029709989837097662045749248
339234636437449791279993120142640355038876908200118839959348390648182996992 169617318218724895639996560071320177519438454100059419979674195324091498496
678469272874899582559986240285280710077753816400237679918696781296365993984 339234636437449791279993120142640355038876908200118839959348390648182996992
1356938545749799165119972480570561420155507632800475359837393562592731987968 678469272874899582559986240285280710077753816400237679918696781296365993984
2713877091499598330239944961141122840311015265600950719674787125185463975936 1356938545749799165119972480570561420155507632800475359837393562592731987968
5427754182999196660479889922282245680622030531201901439349574250370927951872 2713877091499598330239944961141122840311015265600950719674787125185463975936
10855508365998393320959779844564491361244061062403802878699148500741855903744 5427754182999196660479889922282245680622030531201901439349574250370927951872
21711016731996786641919559689128982722488122124807605757398297001483711807488 10855508365998393320959779844564491361244061062403802878699148500741855903744
43422033463993573283839119378257965444976244249615211514796594002967423614976 21711016731996786641919559689128982722488122124807605757398297001483711807488
86844066927987146567678238756515930889952488499230423029593188005934847229952 43422033463993573283839119378257965444976244249615211514796594002967423614976
173688133855974293135356477513031861779904976998460846059186376011869694459904 86844066927987146567678238756515930889952488499230423029593188005934847229952
347376267711948586270712955026063723559809953996921692118372752023739388919808 173688133855974293135356477513031861779904976998460846059186376011869694459904
694752535423897172541425910052127447119619907993843384236745504047478777839616 347376267711948586270712955026063723559809953996921692118372752023739388919808
1389505070847794345082851820104254894239239815987686768473491008094957555679232 694752535423897172541425910052127447119619907993843384236745504047478777839616
2779010141695588690165703640208509788478479631975373536946982016189915111358464 1389505070847794345082851820104254894239239815987686768473491008094957555679232
5558020283391177380331407280417019576956959263950747073893964032379830222716928 2779010141695588690165703640208509788478479631975373536946982016189915111358464
11116040566782354760662814560834039153913918527901494147787928064759660445433856 5558020283391177380331407280417019576956959263950747073893964032379830222716928
22232081133564709521325629121668078307827837055802988295575856129519320890867712 11116040566782354760662814560834039153913918527901494147787928064759660445433856
44464162267129419042651258243336156615655674111605976591151712259038641781735424 22232081133564709521325629121668078307827837055802988295575856129519320890867712
88928324534258838085302516486672313231311348223211953182303424518077283563470848 44464162267129419042651258243336156615655674111605976591151712259038641781735424
177856649068517676170605032973344626462622696446423906364606849036154567126941696 88928324534258838085302516486672313231311348223211953182303424518077283563470848
355713298137035352341210065946689252925245392892847812729213698072309134253883392 177856649068517676170605032973344626462622696446423906364606849036154567126941696
711426596274070704682420131893378505850490785785695625458427396144618268507766784 355713298137035352341210065946689252925245392892847812729213698072309134253883392
1422853192548141409364840263786757011700981571571391250916854792289236537015533568 711426596274070704682420131893378505850490785785695625458427396144618268507766784
2845706385096282818729680527573514023401963143142782501833709584578473074031067136 1422853192548141409364840263786757011700981571571391250916854792289236537015533568
5691412770192565637459361055147028046803926286285565003667419169156946148062134272 2845706385096282818729680527573514023401963143142782501833709584578473074031067136
11382825540385131274918722110294056093607852572571130007334838338313892296124268544 5691412770192565637459361055147028046803926286285565003667419169156946148062134272
22765651080770262549837444220588112187215705145142260014669676676627784592248537088 11382825540385131274918722110294056093607852572571130007334838338313892296124268544
45531302161540525099674888441176224374431410290284520029339353353255569184497074176 22765651080770262549837444220588112187215705145142260014669676676627784592248537088
91062604323081050199349776882352448748862820580569040058678706706511138368994148352 45531302161540525099674888441176224374431410290284520029339353353255569184497074176
182125208646162100398699553764704897497725641161138080117357413413022276737988296704 91062604323081050199349776882352448748862820580569040058678706706511138368994148352
364250417292324200797399107529409794995451282322276160234714826826044553475976593408 182125208646162100398699553764704897497725641161138080117357413413022276737988296704
728500834584648401594798215058819589990902564644552320469429653652089106951953186816 364250417292324200797399107529409794995451282322276160234714826826044553475976593408
1457001669169296803189596430117639179981805129289104640938859307304178213903906373632 728500834584648401594798215058819589990902564644552320469429653652089106951953186816
2914003338338593606379192860235278359963610258578209281877718614608356427807812747264 1457001669169296803189596430117639179981805129289104640938859307304178213903906373632
5828006676677187212758385720470556719927220517156418563755437229216712855615625494528 2914003338338593606379192860235278359963610258578209281877718614608356427807812747264
11656013353354374425516771440941113439854441034312837127510874458433425711231250989056 5828006676677187212758385720470556719927220517156418563755437229216712855615625494528
23312026706708748851033542881882226879708882068625674255021748916866851422462501978112 11656013353354374425516771440941113439854441034312837127510874458433425711231250989056
46624053413417497702067085763764453759417764137251348510043497833733702844925003956224 23312026706708748851033542881882226879708882068625674255021748916866851422462501978112
93248106826834995404134171527528907518835528274502697020086995667467405689850007912448 46624053413417497702067085763764453759417764137251348510043497833733702844925003956224
186496213653669990808268343055057815037671056549005394040173991334934811379700015824896 93248106826834995404134171527528907518835528274502697020086995667467405689850007912448
372992427307339981616536686110115630075342113098010788080347982669869622759400031649792 186496213653669990808268343055057815037671056549005394040173991334934811379700015824896
745984854614679963233073372220231260150684226196021576160695965339739245518800063299584 372992427307339981616536686110115630075342113098010788080347982669869622759400031649792
1491969709229359926466146744440462520301368452392043152321391930679478491037600126599168 745984854614679963233073372220231260150684226196021576160695965339739245518800063299584
2983939418458719852932293488880925040602736904784086304642783861358956982075200253198336 1491969709229359926466146744440462520301368452392043152321391930679478491037600126599168
5967878836917439705864586977761850081205473809568172609285567722717913964150400506396672 2983939418458719852932293488880925040602736904784086304642783861358956982075200253198336
11935757673834879411729173955523700162410947619136345218571135445435827928300801012793344 5967878836917439705864586977761850081205473809568172609285567722717913964150400506396672
23871515347669758823458347911047400324821895238272690437142270890871655856601602025586688 11935757673834879411729173955523700162410947619136345218571135445435827928300801012793344
47743030695339517646916695822094800649643790476545380874284541781743311713203204051173376 23871515347669758823458347911047400324821895238272690437142270890871655856601602025586688
95486061390679035293833391644189601299287580953090761748569083563486623426406408102346752 47743030695339517646916695822094800649643790476545380874284541781743311713203204051173376
190972122781358070587666783288379202598575161906181523497138167126973246852812816204693504 95486061390679035293833391644189601299287580953090761748569083563486623426406408102346752
381944245562716141175333566576758405197150323812363046994276334253946493705625632409387008 190972122781358070587666783288379202598575161906181523497138167126973246852812816204693504
763888491125432282350667133153516810394300647624726093988552668507892987411251264818774016 381944245562716141175333566576758405197150323812363046994276334253946493705625632409387008
1527776982250864564701334266307033620788601295249452187977105337015785974822502529637548032 763888491125432282350667133153516810394300647624726093988552668507892987411251264818774016
3055553964501729129402668532614067241577202590498904375954210674031571949645005059275096064 1527776982250864564701334266307033620788601295249452187977105337015785974822502529637548032
6111107929003458258805337065228134483154405180997808751908421348063143899290010118550192128 3055553964501729129402668532614067241577202590498904375954210674031571949645005059275096064
12222215858006916517610674130456268966308810361995617503816842696126287798580020237100384256 6111107929003458258805337065228134483154405180997808751908421348063143899290010118550192128
24444431716013833035221348260912537932617620723991235007633685392252575597160040474200768512 12222215858006916517610674130456268966308810361995617503816842696126287798580020237100384256
48888863432027666070442696521825075865235241447982470015267370784505151194320080948401537024 24444431716013833035221348260912537932617620723991235007633685392252575597160040474200768512
97777726864055332140885393043650151730470482895964940030534741569010302388640161896803074048 48888863432027666070442696521825075865235241447982470015267370784505151194320080948401537024
195555453728110664281770786087300303460940965791929880061069483138020604777280323793606148096 97777726864055332140885393043650151730470482895964940030534741569010302388640161896803074048
391110907456221328563541572174600606921881931583859760122138966276041209554560647587212296192 195555453728110664281770786087300303460940965791929880061069483138020604777280323793606148096
782221814912442657127083144349201213843763863167719520244277932552082419109121295174424592384 391110907456221328563541572174600606921881931583859760122138966276041209554560647587212296192
1564443629824885314254166288698402427687527726335439040488555865104164838218242590348849184768 782221814912442657127083144349201213843763863167719520244277932552082419109121295174424592384
3128887259649770628508332577396804855375055452670878080977111730208329676436485180697698369536 1564443629824885314254166288698402427687527726335439040488555865104164838218242590348849184768
6257774519299541257016665154793609710750110905341756161954223460416659352872970361395396739072 3128887259649770628508332577396804855375055452670878080977111730208329676436485180697698369536
12515549038599082514033330309587219421500221810683512323908446920833318705745940722790793478144 6257774519299541257016665154793609710750110905341756161954223460416659352872970361395396739072
25031098077198165028066660619174438843000443621367024647816893841666637411491881445581586956288 12515549038599082514033330309587219421500221810683512323908446920833318705745940722790793478144
50062196154396330056133321238348877686000887242734049295633787683333274822983762891163173912576 25031098077198165028066660619174438843000443621367024647816893841666637411491881445581586956288
100124392308792660112266642476697755372001774485468098591267575366666549645967525782326347825152 50062196154396330056133321238348877686000887242734049295633787683333274822983762891163173912576
200248784617585320224533284953395510744003548970936197182535150733333099291935051564652695650304 100124392308792660112266642476697755372001774485468098591267575366666549645967525782326347825152
400497569235170640449066569906791021488007097941872394365070301466666198583870103129305391300608 200248784617585320224533284953395510744003548970936197182535150733333099291935051564652695650304
800995138470341280898133139813582042976014195883744788730140602933332397167740206258610782601216 400497569235170640449066569906791021488007097941872394365070301466666198583870103129305391300608
1601990276940682561796266279627164085952028391767489577460281205866664794335480412517221565202432 800995138470341280898133139813582042976014195883744788730140602933332397167740206258610782601216
3203980553881365123592532559254328171904056783534979154920562411733329588670960825034443130404864 1601990276940682561796266279627164085952028391767489577460281205866664794335480412517221565202432
6407961107762730247185065118508656343808113567069958309841124823466659177341921650068886260809728 3203980553881365123592532559254328171904056783534979154920562411733329588670960825034443130404864
12815922215525460494370130237017312687616227134139916619682249646933318354683843300137772521619456 6407961107762730247185065118508656343808113567069958309841124823466659177341921650068886260809728
25631844431050920988740260474034625375232454268279833239364499293866636709367686600275545043238912 12815922215525460494370130237017312687616227134139916619682249646933318354683843300137772521619456
51263688862101841977480520948069250750464908536559666478728998587733273418735373200551090086477824 25631844431050920988740260474034625375232454268279833239364499293866636709367686600275545043238912
102527377724203683954961041896138501500929817073119332957457997175466546837470746401102180172955648 51263688862101841977480520948069250750464908536559666478728998587733273418735373200551090086477824
205054755448407367909922083792277003001859634146238665914915994350933093674941492802204360345911296 102527377724203683954961041896138501500929817073119332957457997175466546837470746401102180172955648
410109510896814735819844167584554006003719268292477331829831988701866187349882985604408720691822592 205054755448407367909922083792277003001859634146238665914915994350933093674941492802204360345911296
820219021793629471639688335169108012007438536584954663659663977403732374699765971208817441383645184 410109510896814735819844167584554006003719268292477331829831988701866187349882985604408720691822592
1640438043587258943279376670338216024014877073169909327319327954807464749399531942417634882767290368 820219021793629471639688335169108012007438536584954663659663977403732374699765971208817441383645184
3280876087174517886558753340676432048029754146339818654638655909614929498799063884835269765534580736 1640438043587258943279376670338216024014877073169909327319327954807464749399531942417634882767290368
6561752174349035773117506681352864096059508292679637309277311819229858997598127769670539531069161472 3280876087174517886558753340676432048029754146339818654638655909614929498799063884835269765534580736
13123504348698071546235013362705728192119016585359274618554623638459717995196255539341079062138322944 6561752174349035773117506681352864096059508292679637309277311819229858997598127769670539531069161472
26247008697396143092470026725411456384238033170718549237109247276919435990392511078682158124276645888 13123504348698071546235013362705728192119016585359274618554623638459717995196255539341079062138322944
52494017394792286184940053450822912768476066341437098474218494553838871980785022157364316248553291776 26247008697396143092470026725411456384238033170718549237109247276919435990392511078682158124276645888
104988034789584572369880106901645825536952132682874196948436989107677743961570044314728632497106583552 52494017394792286184940053450822912768476066341437098474218494553838871980785022157364316248553291776
209976069579169144739760213803291651073904265365748393896873978215355487923140088629457264994213167104 104988034789584572369880106901645825536952132682874196948436989107677743961570044314728632497106583552
419952139158338289479520427606583302147808530731496787793747956430710975846280177258914529988426334208 209976069579169144739760213803291651073904265365748393896873978215355487923140088629457264994213167104
839904278316676578959040855213166604295617061462993575587495912861421951692560354517829059976852668416 419952139158338289479520427606583302147808530731496787793747956430710975846280177258914529988426334208
1679808556633353157918081710426333208591234122925987151174991825722843903385120709035658119953705336832 839904278316676578959040855213166604295617061462993575587495912861421951692560354517829059976852668416
3359617113266706315836163420852666417182468245851974302349983651445687806770241418071316239907410673664 1679808556633353157918081710426333208591234122925987151174991825722843903385120709035658119953705336832
6719234226533412631672326841705332834364936491703948604699967302891375613540482836142632479814821347328 3359617113266706315836163420852666417182468245851974302349983651445687806770241418071316239907410673664
13438468453066825263344653683410665668729872983407897209399934605782751227080965672285264959629642694656 6719234226533412631672326841705332834364936491703948604699967302891375613540482836142632479814821347328
26876936906133650526689307366821331337459745966815794418799869211565502454161931344570529919259285389312 13438468453066825263344653683410665668729872983407897209399934605782751227080965672285264959629642694656
53753873812267301053378614733642662674919491933631588837599738423131004908323862689141059838518570778624 26876936906133650526689307366821331337459745966815794418799869211565502454161931344570529919259285389312
107507747624534602106757229467285325349838983867263177675199476846262009816647725378282119677037141557248 53753873812267301053378614733642662674919491933631588837599738423131004908323862689141059838518570778624
215015495249069204213514458934570650699677967734526355350398953692524019633295450756564239354074283114496 107507747624534602106757229467285325349838983867263177675199476846262009816647725378282119677037141557248
430030990498138408427028917869141301399355935469052710700797907385048039266590901513128478708148566228992 215015495249069204213514458934570650699677967734526355350398953692524019633295450756564239354074283114496
860061980996276816854057835738282602798711870938105421401595814770096078533181803026256957416297132457984 430030990498138408427028917869141301399355935469052710700797907385048039266590901513128478708148566228992
1720123961992553633708115671476565205597423741876210842803191629540192157066363606052513914832594264915968 860061980996276816854057835738282602798711870938105421401595814770096078533181803026256957416297132457984
3440247923985107267416231342953130411194847483752421685606383259080384314132727212105027829665188529831936 1720123961992553633708115671476565205597423741876210842803191629540192157066363606052513914832594264915968
6880495847970214534832462685906260822389694967504843371212766518160768628265454424210055659330377059663872 3440247923985107267416231342953130411194847483752421685606383259080384314132727212105027829665188529831936
13760991695940429069664925371812521644779389935009686742425533036321537256530908848420111318660754119327744 6880495847970214534832462685906260822389694967504843371212766518160768628265454424210055659330377059663872
27521983391880858139329850743625043289558779870019373484851066072643074513061817696840222637321508238655488 13760991695940429069664925371812521644779389935009686742425533036321537256530908848420111318660754119327744
55043966783761716278659701487250086579117559740038746969702132145286149026123635393680445274643016477310976 27521983391880858139329850743625043289558779870019373484851066072643074513061817696840222637321508238655488
110087933567523432557319402974500173158235119480077493939404264290572298052247270787360890549286032954621952 55043966783761716278659701487250086579117559740038746969702132145286149026123635393680445274643016477310976
220175867135046865114638805949000346316470238960154987878808528581144596104494541574721781098572065909243904 110087933567523432557319402974500173158235119480077493939404264290572298052247270787360890549286032954621952
440351734270093730229277611898000692632940477920309975757617057162289192208989083149443562197144131818487808 220175867135046865114638805949000346316470238960154987878808528581144596104494541574721781098572065909243904
880703468540187460458555223796001385265880955840619951515234114324578384417978166298887124394288263636975616 440351734270093730229277611898000692632940477920309975757617057162289192208989083149443562197144131818487808
